region,iso2,date,semana,population,total_cases,new_cases,total_deaths,new_deaths,people_vaccinated,people_fully_vaccinated,total_vaccinations,google_retail_and_recreation,google_grocery_and_pharmacy,google_parks,google_transit,google_workplaces,google_residential,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Norte,AC,2020-04-15,16,881935,101,2,3,0,0,0,0,-54,-21,-46,-70,-35,16,NA,NA,NA
Norte,AC,2020-04-16,16,881935,110,9,5,2,0,0,0,-45,-10,-39,-67,-29,14,NA,NA,NA
Norte,AC,2020-04-17,16,881935,135,25,5,0,0,0,0,-51,-11,-42,-68,-27,16,NA,NA,NA
Norte,AC,2020-04-18,16,881935,142,7,5,0,0,0,0,-56,-9,-44,-69,-19,10,NA,NA,NA
Norte,AC,2020-04-19,17,881935,163,21,6,1,0,0,0,-66,-17,-47,-64,-18,10,NA,NA,NA
Norte,AC,2020-04-20,17,881935,176,13,8,2,0,0,0,-47,-13,-33,-67,-33,13,NA,NA,NA
Norte,AC,2020-04-21,17,881935,195,19,8,0,0,0,0,-65,-26,-44,-66,-57,17,NA,NA,NA
Norte,AC,2020-04-22,17,881935,214,19,8,0,0,0,0,-47,-14,-35,-66,-29,13,NA,NA,NA
Norte,AC,2020-04-23,17,881935,227,13,10,2,0,0,0,-50,-14,-39,-72,-28,14,NA,NA,NA
Norte,AC,2020-04-24,17,881935,234,7,11,1,0,0,0,-55,-14,-46,-67,-27,14,NA,NA,NA
Norte,AC,2020-04-25,17,881935,258,24,11,0,0,0,0,-57,-10,-45,-69,-19,10,NA,NA,NA
Norte,AC,2020-04-26,18,881935,279,21,11,0,0,0,0,-68,-17,-52,-69,-17,10,NA,NA,NA
Norte,AC,2020-04-27,18,881935,279,0,14,3,0,0,0,-46,-8,-31,-71,-24,13,NA,NA,NA
Norte,AC,2020-04-28,18,881935,311,32,16,2,0,0,0,-41,-4,-30,-58,-26,8,NA,NA,NA
Norte,AC,2020-04-29,18,881935,354,43,17,1,0,0,0,-43,-3,-30,-61,-25,12,NA,NA,NA
Norte,AC,2020-04-30,18,881935,404,50,19,2,0,0,0,-36,7,-25,-63,-25,11,NA,NA,NA
Norte,AC,2020-05-01,18,881935,486,82,19,0,0,0,0,-69,-12,-52,-72,-55,19,NA,NA,NA
Norte,AC,2020-05-02,18,881935,553,67,21,2,0,0,0,-54,-6,-50,-66,-19,10,NA,NA,NA
Norte,AC,2020-05-03,19,881935,657,104,24,3,0,0,0,-66,-17,-54,-72,-17,10,NA,NA,NA
Norte,AC,2020-05-04,19,881935,733,76,28,4,0,0,0,-41,-3,-30,-66,-24,12,NA,NA,NA
Norte,AC,2020-05-05,19,881935,817,84,29,1,0,0,0,-40,0,-32,-64,-28,12,NA,NA,NA
Norte,AC,2020-05-06,19,881935,943,126,33,4,0,0,0,-45,-1,-40,-43,-28,13,NA,NA,NA
Norte,AC,2020-05-07,19,881935,1014,71,36,3,0,0,0,-43,2,-36,-63,-28,15,NA,NA,NA
Norte,AC,2020-05-08,19,881935,1177,163,38,2,0,0,0,-48,3,-44,-63,-26,15,NA,NA,NA
Norte,AC,2020-05-09,19,881935,1335,158,39,1,0,0,0,-52,7,-43,-66,-17,12,NA,NA,NA
Norte,AC,2020-05-10,20,881935,1447,112,41,2,0,0,0,-63,-1,-51,-71,-8,9,NA,NA,NA
Norte,AC,2020-05-11,20,881935,1460,13,45,4,0,0,0,-50,-11,-34,-66,-27,14,NA,NA,NA
Norte,AC,2020-05-12,20,881935,1590,130,51,6,0,0,0,-49,-9,-38,-65,-30,13,NA,NA,NA
Norte,AC,2020-05-13,20,881935,1694,104,52,1,0,0,0,-52,-14,-42,-53,-30,15,NA,NA,NA
Norte,AC,2020-05-14,20,881935,1740,46,55,3,0,0,0,-60,-24,-50,-72,-33,16,NA,NA,NA
Norte,AC,2020-05-15,20,881935,1785,45,57,2,0,0,0,-59,-12,-50,-68,-29,17,NA,NA,NA
Norte,AC,2020-05-16,20,881935,1867,82,59,2,0,0,0,-60,-9,-48,-69,-20,13,NA,NA,NA
Norte,AC,2020-05-17,21,881935,1997,130,60,1,0,0,0,-70,-17,-55,-77,-16,11,NA,NA,NA
Norte,AC,2020-05-18,21,881935,2234,237,67,7,0,0,0,-59,-23,-43,-71,-31,16,NA,NA,NA
Norte,AC,2020-05-19,21,881935,2482,248,72,5,0,0,0,-56,-17,-39,-63,-32,15,NA,NA,NA
Norte,AC,2020-05-20,21,881935,2817,335,76,4,0,0,0,-56,-15,-39,-57,-32,16,NA,NA,NA
Norte,AC,2020-05-21,21,881935,3103,286,78,2,0,0,0,-53,-12,-42,-69,-32,17,NA,NA,NA
Norte,AC,2020-05-22,21,881935,3343,240,80,2,0,0,0,-60,-13,-48,-68,-29,17,NA,NA,NA
Norte,AC,2020-05-23,21,881935,3867,524,87,7,0,0,0,-63,-13,-53,-66,-22,14,NA,NA,NA
Norte,AC,2020-05-24,22,881935,4160,293,92,5,0,0,0,-72,-18,-56,-77,-20,14,NA,NA,NA
Norte,AC,2020-05-25,22,881935,4501,341,97,5,0,0,0,-53,-13,-37,-70,-29,17,NA,NA,NA
Norte,AC,2020-05-26,22,881935,4781,280,105,8,0,0,0,-50,-9,-36,-67,-30,15,NA,NA,NA
Norte,AC,2020-05-27,22,881935,5251,470,113,8,0,0,0,-53,-9,-39,-52,-29,15,NA,NA,NA
Norte,AC,2020-05-28,22,881935,5600,349,122,9,0,0,0,-51,-8,-36,-70,-29,16,NA,NA,NA
Norte,AC,2020-05-29,22,881935,5841,241,135,13,0,0,0,-51,5,-40,-67,-26,17,NA,NA,NA
Norte,AC,2020-05-30,22,881935,6072,231,142,7,0,0,0,-55,4,-42,-64,-16,11,NA,NA,NA
Norte,AC,2020-05-31,23,881935,6219,147,148,6,0,0,0,-69,-8,-52,-74,-13,11,NA,NA,NA
Norte,AC,2020-06-01,23,881935,6326,107,161,13,0,0,0,-43,5,-29,-64,-23,13,NA,NA,NA
Norte,AC,2020-06-02,23,881935,6465,139,165,4,0,0,0,-42,3,-29,-54,-26,14,NA,NA,NA
Norte,AC,2020-06-03,23,881935,6679,214,171,6,0,0,0,-44,1,-36,-43,-26,14,NA,NA,NA
Norte,AC,2020-06-04,23,881935,7021,342,181,10,0,0,0,-45,-1,-33,-63,-25,15,NA,NA,NA
Norte,AC,2020-06-05,23,881935,7284,263,190,9,0,0,0,-48,7,-34,-61,-26,16,NA,NA,NA
Norte,AC,2020-06-06,23,881935,7525,241,201,11,0,0,0,-51,8,-40,-62,-13,11,NA,NA,NA
Norte,AC,2020-06-07,24,881935,7983,458,207,6,0,0,0,-66,-5,-47,-72,-11,11,NA,NA,NA
Norte,AC,2020-06-08,24,881935,8128,145,211,4,0,0,0,-41,4,-28,-66,-21,13,NA,NA,NA
Norte,AC,2020-06-09,24,881935,8457,329,223,12,0,0,0,-39,4,-26,-63,-24,13,NA,NA,NA
Norte,AC,2020-06-10,24,881935,8746,289,237,14,0,0,0,-39,5,-29,-43,-22,13,NA,NA,NA
Norte,AC,2020-06-11,24,881935,9091,345,245,8,0,0,0,-54,-4,-33,-68,-45,18,NA,NA,NA
Norte,AC,2020-06-12,24,881935,9295,204,254,9,0,0,0,-42,10,-34,-69,-27,15,NA,NA,NA
Norte,AC,2020-06-13,24,881935,9534,239,256,2,0,0,0,-53,-2,-37,-67,-11,11,NA,NA,NA
Norte,AC,2020-06-14,25,881935,9642,108,259,3,0,0,0,-67,-12,-50,-73,-8,11,NA,NA,NA
Norte,AC,2020-06-15,25,881935,9771,129,265,6,0,0,0,-50,-7,-36,-72,-38,17,NA,NA,NA
Norte,AC,2020-06-16,25,881935,10003,232,271,6,0,0,0,-39,2,-33,-61,-21,13,NA,NA,NA
Norte,AC,2020-06-17,25,881935,10339,336,281,10,0,0,0,-43,-3,-38,-48,-22,15,NA,NA,NA
Norte,AC,2020-06-18,25,881935,10664,325,287,6,0,0,0,-43,-2,-34,-59,-21,15,NA,NA,NA
Norte,AC,2020-06-19,25,881935,10987,323,292,5,0,0,0,-49,-1,-45,-65,-20,15,NA,NA,NA
Norte,AC,2020-06-20,25,881935,11263,276,297,5,0,0,0,-50,3,-39,-65,-9,11,NA,NA,NA
Norte,AC,2020-06-21,26,881935,11381,118,300,3,0,0,0,-64,-8,-45,-70,-4,11,NA,NA,NA
Norte,AC,2020-06-22,26,881935,11539,158,305,5,0,0,0,-40,-4,-34,-63,-20,14,NA,NA,NA
Norte,AC,2020-06-23,26,881935,11810,271,321,16,0,0,0,-38,3,-33,-61,-22,14,NA,NA,NA
Norte,AC,2020-06-24,26,881935,12022,212,326,5,0,0,0,-43,-1,-34,-52,-21,14,NA,NA,NA
Norte,AC,2020-06-25,26,881935,12304,282,335,9,0,0,0,-41,-1,-33,-58,-21,14,NA,NA,NA
Norte,AC,2020-06-26,26,881935,12644,340,343,8,0,0,0,-47,0,-36,-57,-19,16,NA,NA,NA
Norte,AC,2020-06-27,26,881935,12913,269,351,8,0,0,0,-50,4,-41,-61,-10,12,NA,NA,NA
Norte,AC,2020-06-28,27,881935,13058,145,353,2,0,0,0,-64,-7,-48,-71,-7,11,NA,NA,NA
Norte,AC,2020-06-29,27,881935,13146,88,361,8,0,0,0,-40,2,-32,-64,-18,14,NA,NA,NA
Norte,AC,2020-06-30,27,881935,13253,107,365,4,0,0,0,-28,22,-26,-55,-19,12,NA,NA,NA
Norte,AC,2020-07-01,27,881935,13715,462,370,5,0,0,0,-32,17,-28,-39,-18,12,NA,NA,NA
Norte,AC,2020-07-02,27,881935,14048,333,378,8,0,0,0,-33,15,-27,-48,-18,13,NA,NA,NA
Norte,AC,2020-07-03,27,881935,14112,64,387,9,0,0,0,-39,16,-37,-51,-17,14,NA,NA,NA
Norte,AC,2020-07-04,27,881935,14487,375,391,4,0,0,0,-40,20,-32,-61,-5,9,NA,NA,NA
Norte,AC,2020-07-05,28,881935,14622,135,391,0,0,0,0,-58,4,-37,-64,-1,9,NA,NA,NA
Norte,AC,2020-07-06,28,881935,14688,66,394,3,0,0,0,-29,16,-21,-49,-16,12,NA,NA,NA
Norte,AC,2020-07-07,28,881935,14941,253,399,5,0,0,0,-28,19,-20,-57,-19,11,NA,NA,NA
Norte,AC,2020-07-08,28,881935,15167,226,404,5,0,0,0,-32,12,-26,-39,-17,12,NA,NA,NA
Norte,AC,2020-07-09,28,881935,15465,298,411,7,0,0,0,-33,9,-32,-47,-18,13,NA,NA,NA
Norte,AC,2020-07-10,28,881935,15768,303,417,6,0,0,0,-40,6,-34,-54,-16,14,NA,NA,NA
Norte,AC,2020-07-11,28,881935,16080,312,419,2,0,0,0,-41,12,-29,-53,-4,10,NA,NA,NA
Norte,AC,2020-07-12,29,881935,16190,110,426,7,0,0,0,-57,2,-34,-63,-1,9,NA,NA,NA
Norte,AC,2020-07-13,29,881935,16260,70,430,4,0,0,0,-33,5,-23,-48,-15,12,NA,NA,NA
Norte,AC,2020-07-14,29,881935,16479,219,436,6,0,0,0,-32,7,-26,-53,-18,12,NA,NA,NA
Norte,AC,2020-07-15,29,881935,16672,193,446,10,0,0,0,-29,14,-25,-42,-16,12,NA,NA,NA
Norte,AC,2020-07-16,29,881935,16865,193,447,1,0,0,0,-30,8,-24,-48,-16,13,NA,NA,NA
Norte,AC,2020-07-17,29,881935,16965,100,452,5,0,0,0,-38,8,-31,-51,-14,13,NA,NA,NA
Norte,AC,2020-07-18,29,881935,17202,237,457,5,0,0,0,-40,13,-29,-54,-4,9,NA,NA,NA
Norte,AC,2020-07-19,30,881935,17295,93,460,3,0,0,0,-55,4,-30,-60,-2,8,NA,NA,NA
Norte,AC,2020-07-20,30,881935,17462,167,465,5,0,0,0,-32,6,-19,-52,-14,12,NA,NA,NA
Norte,AC,2020-07-21,30,881935,17700,238,469,4,0,0,0,-21,9,-21,-45,-16,12,NA,NA,NA
Norte,AC,2020-07-22,30,881935,17979,279,470,1,0,0,0,-23,8,-23,-42,-13,12,NA,NA,NA
Norte,AC,2020-07-23,30,881935,18157,178,474,4,0,0,0,-23,7,-23,-49,-12,12,NA,NA,NA
Norte,AC,2020-07-24,30,881935,18393,236,480,6,0,0,0,-31,7,-29,-44,-12,13,NA,NA,NA
Norte,AC,2020-07-25,30,881935,18657,264,483,3,0,0,0,-37,6,-34,-60,-5,11,NA,NA,NA
Norte,AC,2020-07-26,31,881935,18745,88,486,3,0,0,0,-45,6,-33,-62,1,9,NA,NA,NA
Norte,AC,2020-07-27,31,881935,18783,38,493,7,0,0,0,-21,11,-19,-43,-12,11,NA,NA,NA
Norte,AC,2020-07-28,31,881935,19132,349,500,7,0,0,0,-19,14,-16,-40,-13,10,NA,NA,NA
Norte,AC,2020-07-29,31,881935,19366,234,510,10,0,0,0,-23,10,-17,-30,-13,10,NA,NA,NA
Norte,AC,2020-07-30,31,881935,19573,207,521,11,0,0,0,-21,13,-16,-47,-13,11,NA,NA,NA
Norte,AC,2020-07-31,31,881935,19625,52,531,10,0,0,0,-22,27,-22,-47,-10,11,NA,NA,NA
Norte,AC,2020-08-01,31,881935,19930,305,535,4,0,0,0,-21,29,-18,-63,1,7,NA,NA,NA
Norte,AC,2020-08-02,32,881935,19966,36,537,2,0,0,0,-38,14,-26,-60,2,6,NA,NA,NA
Norte,AC,2020-08-03,32,881935,20339,373,539,2,0,0,0,-13,20,-6,-47,-11,10,NA,NA,NA
Norte,AC,2020-08-04,32,881935,20708,369,545,6,0,0,0,-9,26,-3,-47,-12,9,NA,NA,NA
Norte,AC,2020-08-05,32,881935,21033,325,547,2,0,0,0,-12,22,-12,-31,-12,9,NA,NA,NA
Norte,AC,2020-08-06,32,881935,21263,230,552,5,0,0,0,-12,21,-11,-48,-20,11,NA,NA,NA
Norte,AC,2020-08-07,32,881935,21376,113,556,4,0,0,0,-19,21,-18,-46,-18,11,NA,NA,NA
Norte,AC,2020-08-08,32,881935,21498,122,559,3,0,0,0,-12,30,-12,-59,1,6,NA,NA,NA
Norte,AC,2020-08-09,33,881935,21587,89,561,2,0,0,0,-32,23,-14,-60,11,4,NA,NA,NA
Norte,AC,2020-08-10,33,881935,21619,32,562,1,0,0,0,-15,15,-10,-42,-10,9,NA,NA,NA
Norte,AC,2020-08-11,33,881935,21757,138,565,3,0,0,0,-10,19,-7,-43,-12,10,NA,NA,NA
Norte,AC,2020-08-12,33,881935,21993,236,569,4,0,0,0,-15,11,-14,-42,-11,10,NA,NA,NA
Norte,AC,2020-08-13,33,881935,22242,249,574,5,0,0,0,-14,12,-11,-48,-10,10,NA,NA,NA
Norte,AC,2020-08-14,33,881935,22435,193,576,2,0,0,0,-22,12,-24,-48,-9,11,NA,NA,NA
Norte,AC,2020-08-15,33,881935,22516,81,576,0,0,0,0,-19,17,-10,-55,1,7,NA,NA,NA
Norte,AC,2020-08-16,34,881935,22548,32,576,0,0,0,0,-29,10,-7,-57,3,5,NA,NA,NA
Norte,AC,2020-08-17,34,881935,22605,57,582,6,0,0,0,-16,11,0,0,-9,10,NA,NA,NA
Norte,AC,2020-08-18,34,881935,22933,328,590,8,0,0,0,0,15,0,0,-8,8,NA,NA,NA
Norte,AC,2020-08-19,34,881935,23146,213,591,1,0,0,0,-17,10,0,0,-9,9,NA,NA,NA
Norte,AC,2020-08-20,34,881935,23322,176,595,4,0,0,0,-19,11,0,0,-8,10,NA,NA,NA
Norte,AC,2020-08-21,34,881935,23337,15,598,3,0,0,0,-25,15,0,0,-8,12,NA,NA,NA
Norte,AC,2020-08-22,34,881935,23665,328,598,0,0,0,0,-21,20,0,0,4,9,NA,NA,NA
Norte,AC,2020-08-23,35,881935,23719,54,600,2,0,0,0,0,0,0,0,6,8,NA,NA,NA
Norte,AC,2020-08-24,35,881935,23729,10,604,4,0,0,0,-16,17,0,0,-6,9,NA,NA,NA
Norte,AC,2020-08-25,35,881935,23936,207,607,3,0,0,0,0,21,0,0,-7,8,NA,NA,NA
Norte,AC,2020-08-26,35,881935,24119,183,607,0,0,0,0,-13,14,0,0,-6,9,NA,NA,NA
Norte,AC,2020-08-27,35,881935,24269,150,607,0,0,0,0,-11,19,0,0,-4,9,NA,NA,NA
Norte,AC,2020-08-28,35,881935,24462,193,608,1,0,0,0,-18,19,0,0,-5,9,NA,NA,NA
Norte,AC,2020-08-29,35,881935,24601,139,608,0,0,0,0,-12,29,0,0,7,4,NA,NA,NA
Norte,AC,2020-08-30,36,881935,24638,37,609,1,0,0,0,0,0,0,0,5,5,NA,NA,NA
Norte,AC,2020-08-31,36,881935,24647,9,612,3,0,0,0,-10,25,0,0,-6,7,NA,NA,NA
Norte,AC,2020-09-01,36,881935,24840,193,616,4,0,0,0,0,32,0,0,-6,6,NA,NA,NA
Norte,AC,2020-09-02,36,881935,25027,187,618,2,0,0,0,-8,23,0,0,-6,7,NA,NA,NA
Norte,AC,2020-09-03,36,881935,25135,108,622,4,0,0,0,-7,26,0,0,-2,7,NA,NA,NA
Norte,AC,2020-09-04,36,881935,25249,114,623,1,0,0,0,-12,28,0,0,-3,7,NA,NA,NA
Norte,AC,2020-09-05,36,881935,25408,159,624,1,0,0,0,-7,35,0,0,3,3,NA,NA,NA
Norte,AC,2020-09-06,37,881935,25443,35,624,0,0,0,0,0,0,0,0,3,4,NA,NA,NA
Norte,AC,2020-09-07,37,881935,25469,26,624,0,0,0,0,-38,0,0,0,-52,12,NA,NA,NA
Norte,AC,2020-09-08,37,881935,25494,25,630,6,0,0,0,0,33,0,0,-6,5,NA,NA,NA
Norte,AC,2020-09-09,37,881935,25668,174,631,1,0,0,0,-8,21,0,0,-5,7,NA,NA,NA
Norte,AC,2020-09-10,37,881935,25877,209,635,4,0,0,0,-5,26,0,0,-2,9,NA,NA,NA
Norte,AC,2020-09-11,37,881935,26004,127,636,1,0,0,0,-14,23,-6,-37,-3,10,NA,NA,NA
Norte,AC,2020-09-12,37,881935,26148,144,637,1,0,0,0,-10,26,5,-38,8,6,NA,NA,NA
Norte,AC,2020-09-13,38,881935,26166,18,640,3,0,0,0,-20,15,6,-38,5,6,NA,NA,NA
Norte,AC,2020-09-14,38,881935,26176,10,640,0,0,0,0,-13,17,-3,-30,-4,10,NA,NA,NA
Norte,AC,2020-09-15,38,881935,26287,111,642,2,0,0,0,-7,24,0,-32,-3,9,NA,NA,NA
Norte,AC,2020-09-16,38,881935,26463,176,643,1,0,0,0,-12,11,-5,-30,-5,9,NA,NA,NA
Norte,AC,2020-09-17,38,881935,26716,253,646,3,0,0,0,-14,15,-7,-40,-1,10,NA,NA,NA
Norte,AC,2020-09-18,38,881935,26942,226,647,1,0,0,0,-20,15,-15,-33,-1,10,NA,NA,NA
Norte,AC,2020-09-19,38,881935,27061,119,648,1,0,0,0,-13,23,-1,-38,7,7,NA,NA,NA
Norte,AC,2020-09-20,39,881935,27079,18,649,1,0,0,0,-24,14,-4,-46,4,7,NA,NA,NA
Norte,AC,2020-09-21,39,881935,27106,27,649,0,0,0,0,-16,17,-7,-32,-7,11,NA,NA,NA
Norte,AC,2020-09-22,39,881935,27246,140,651,2,0,0,0,-14,20,-8,-36,-5,9,NA,NA,NA
Norte,AC,2020-09-23,39,881935,27397,151,652,1,0,0,0,-20,11,-19,-33,-5,10,NA,NA,NA
Norte,AC,2020-09-24,39,881935,27556,159,653,1,0,0,0,-21,13,-18,-15,0,11,NA,NA,NA
Norte,AC,2020-09-25,39,881935,27710,154,654,1,0,0,0,-24,17,-23,90,-1,11,NA,NA,NA
Norte,AC,2020-09-26,39,881935,27859,149,656,2,0,0,0,-22,20,-16,69,8,8,NA,NA,NA
Norte,AC,2020-09-27,40,881935,27874,15,657,1,0,0,0,-28,11,-12,-2,4,7,NA,NA,NA
Norte,AC,2020-09-28,40,881935,27885,11,657,0,0,0,0,-28,8,-23,94,-8,12,NA,NA,NA
Norte,AC,2020-09-29,40,881935,28030,145,657,0,0,0,0,-15,23,-18,99,-3,9,NA,NA,NA
Norte,AC,2020-09-30,40,881935,28222,192,659,2,0,0,0,-9,30,-11,116,-4,6,NA,NA,NA
Norte,AC,2020-10-01,40,881935,28409,187,661,2,0,0,0,-9,31,-8,107,4,6,NA,NA,NA
Norte,AC,2020-10-02,40,881935,28555,146,664,3,0,0,0,-15,30,-15,108,3,6,NA,NA,NA
Norte,AC,2020-10-03,40,881935,28662,107,667,3,0,0,0,-9,35,-12,109,8,4,NA,NA,NA
Norte,AC,2020-10-04,41,881935,28672,10,667,0,0,0,0,-17,21,-7,16,2,4,NA,NA,NA
Norte,AC,2020-10-05,41,881935,28687,15,667,0,0,0,0,-9,27,-6,115,-4,6,NA,NA,NA
Norte,AC,2020-10-06,41,881935,28805,118,668,1,0,0,0,-7,31,-7,112,-3,6,NA,NA,NA
Norte,AC,2020-10-07,41,881935,28818,13,668,0,0,0,0,-4,31,-6,129,-1,6,NA,NA,NA
Norte,AC,2020-10-08,41,881935,28834,16,669,1,0,0,0,-4,31,-7,117,4,7,NA,NA,NA
Norte,AC,2020-10-09,41,881935,29017,183,674,5,0,0,0,-12,29,-13,112,3,8,NA,NA,NA
Norte,AC,2020-10-10,41,881935,29031,14,674,0,0,0,0,-3,33,-5,127,13,4,NA,NA,NA
Norte,AC,2020-10-11,42,881935,29050,19,674,0,0,0,0,-10,23,1,35,6,4,NA,NA,NA
Norte,AC,2020-10-12,42,881935,29063,13,675,1,0,0,0,-17,10,2,48,-49,13,NA,NA,NA
Norte,AC,2020-10-13,42,881935,29272,209,675,0,0,0,0,-3,27,-4,110,-1,7,NA,NA,NA
Norte,AC,2020-10-14,42,881935,29301,29,676,1,0,0,0,-9,21,-16,115,-1,9,NA,NA,NA
Norte,AC,2020-10-15,42,881935,29406,105,677,1,0,0,0,-10,26,-19,99,4,10,NA,NA,NA
Norte,AC,2020-10-16,42,881935,29598,192,679,2,0,0,0,-18,26,-17,102,3,9,NA,NA,NA
Norte,AC,2020-10-17,42,881935,29693,95,679,0,0,0,0,-10,29,-11,97,13,7,NA,NA,NA
Norte,AC,2020-10-18,43,881935,29718,25,679,0,0,0,0,-22,15,-17,20,4,8,NA,NA,NA
Norte,AC,2020-10-19,43,881935,29765,47,679,0,0,0,0,-14,21,-15,102,-1,9,NA,NA,NA
Norte,AC,2020-10-20,43,881935,29865,100,682,3,0,0,0,-9,25,-8,102,-1,9,NA,NA,NA
